,sample,row,column,WellID,donor,stimulus,LPS (ng/mL),ConA (ug/mL),PolyIC (ug/mL),PMA (ng/mL),ionomicyn (ng/mL),nELISA ID,nELISA SNR,UniProt,SampleID,SampleType,PlateID,DataAnalysisRefID,OlinkID,Assay,AssayType,Panel,Block,Count,ExtNPX,NPX,Normalization,PCNormalizedNPX,AssayQC,SampleQC,ExploreVersion,IntraCV,InterCV,SampleBlockQCWarn,SampleBlockQCFail,BlockQCFail,AssayQCWarn,NCLOD
6702,16,B,4,B4,D2,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,117.4343,Q07325,B4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,569037.0,5.912064552307129,6.202859878540039,Plate control,6.202859878540039,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6703,17,B,5,B5,D2,ConA,0.0,25.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,90.5096,Q07325,B5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,274632.0,3.8890979290008545,4.179893493652344,Plate control,4.179893493652344,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6704,18,B,6,B6,D1,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,123.1458,Q07325,B6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,452881.0,5.793888568878174,6.084684371948242,Plate control,6.084684371948242,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6705,19,B,7,B7,D2,LPS,0.1,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,5.686307,Q07325,B7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,5149.0,-1.3128776550292969,-1.022081971168518,Plate control,-1.022081971168518,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6706,20,B,8,B8,D2,LPS,5.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,24.03905,Q07325,B8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,13501.0,0.2165803611278534,0.5073760747909546,Plate control,0.5073760747909546,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6707,21,B,9,B9,D2,LPS,100.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,20.3937,Q07325,B9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,13553.0,0.054672982543706894,0.3454687297344208,Plate control,0.3454687297344208,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6708,22,B,10,B10,D2,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,15.78164,Q07325,B10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,17916.0,0.3638820946216583,0.6546778082847595,Plate control,0.6546778082847595,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6709,23,B,11,B11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,17.1633,Q07325,B11,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,17644.0,0.37673836946487427,0.6675341129302979,Plate control,0.6675341129302979,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6710,25,C,1,C1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,6.667754,Q07325,C1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,55101.0,-0.792046844959259,-0.5012511014938354,Plate control,-0.5012511014938354,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6711,26,C,2,C2,D3,ConA,0.0,0.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,75.13768,Q07325,C2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,580754.0,4.566013813018799,4.856809616088867,Plate control,4.856809616088867,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6712,27,C,3,C3,D3,ConA,0.0,2.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,111.7779,Q07325,C3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,598471.0,5.688214302062988,5.979010105133057,Plate control,5.979010105133057,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6713,28,C,4,C4,D3,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,126.1479,Q07325,C4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,595000.0,6.094073295593262,6.38486909866333,Plate control,6.38486909866333,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6714,29,C,5,C5,D3,ConA,0.0,25.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,108.6034,Q07325,C5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,463804.0,5.827742099761963,6.118537425994873,Plate control,6.118537425994873,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6715,30,C,6,C6,D1,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,130.2236,Q07325,C6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,610970.0,6.143258571624756,6.434054374694824,Plate control,6.434054374694824,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6716,31,C,7,C7,D3,LPS,0.1,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,16.84433,Q07325,C7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,19550.0,0.007398452144116163,0.29819419980049133,Plate control,0.29819419980049133,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6717,32,C,8,C8,D3,LPS,5.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,22.22222,Q07325,C8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,16386.0,0.035835232585668564,0.32663097977638245,Plate control,0.32663097977638245,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6718,33,C,9,C9,D3,LPS,100.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,26.38796,Q07325,C9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,21723.0,0.3728245794773102,0.6636203527450562,Plate control,0.6636203527450562,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6719,34,C,10,C10,D3,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,36.66077,Q07325,C10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,37782.0,1.2034755945205688,1.4942712783813477,Plate control,1.4942712783813477,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6720,35,C,11,C11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,15.60875,Q07325,C11,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,21971.0,0.3695566952228546,0.6603524088859558,Plate control,0.6603524088859558,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6721,37,D,1,D1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,36.58304,Q07325,D1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,85859.0,0.8575998544692993,1.1483955383300781,Plate control,1.1483955383300781,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6722,38,D,2,D2,D4,ConA,0.0,0.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,72.56709,Q07325,D2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,363641.0,3.86257266998291,4.1533684730529785,Plate control,4.1533684730529785,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6723,39,D,3,D3,D4,ConA,0.0,2.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,115.9046,Q07325,D3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,516698.0,5.56837797164917,5.859173774719238,Plate control,5.859173774719238,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6724,40,D,4,D4,D4,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,129.9433,Q07325,D4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,666431.0,6.021493434906006,6.312289237976074,Plate control,6.312289237976074,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6725,41,D,5,D5,D4,ConA,0.0,25.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,122.5416,Q07325,D5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,532627.0,6.034436225891113,6.325232028961182,Plate control,6.325232028961182,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6726,42,D,6,D6,D1,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,130.1183,Q07325,D6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,768962.0,6.127468109130859,6.418263912200928,Plate control,6.418263912200928,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6727,43,D,7,D7,D4,LPS,0.1,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,8.056445,Q07325,D7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,10081.0,-0.7824651598930359,-0.4916694164276123,Plate control,-0.4916694164276123,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6728,44,D,8,D8,D4,LPS,5.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,46.56015,Q07325,D8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,34556.0,1.270904779434204,1.561700463294983,Plate control,1.561700463294983,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6729,45,D,9,D9,D4,LPS,100.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,46.10404,Q07325,D9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,69511.0,2.0148327350616455,2.305628538131714,Plate control,2.305628538131714,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6730,46,D,10,D10,D4,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,52.58712,Q07325,D10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,60487.0,2.173746347427368,2.4645419120788574,Plate control,2.4645419120788574,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6731,47,D,11,D11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,37.19138,Q07325,D11,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,47692.0,1.9991532564163208,2.2899489402770996,Plate control,2.2899489402770996,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6732,49,E,1,E1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,-1.236997,Q07325,E1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,3144.0,-4.405390739440918,-4.11459493637085,Plate control,-4.11459493637085,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6733,50,E,2,E2,D1,PolyIC,0.0,0.0,0.4,0.0,0.0,38.1 - CXCL9 - nEL xDR,-2.613091,Q07325,E2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,4066.0,-3.890284538269043,-3.5994887351989746,Plate control,-3.5994887351989746,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6734,51,E,3,E3,D1,PolyIC,0.0,0.0,2.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,12.9081,Q07325,E3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,45558.0,-0.436326265335083,-0.14553053677082062,Plate control,-0.14553053677082062,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6735,52,E,4,E4,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,-1.78469,Q07325,E4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,7818.0,-2.7784109115600586,-2.4876151084899902,Plate control,-2.4876151084899902,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6736,53,E,5,E5,D1,PolyIC,0.0,0.0,100.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,4.422717,Q07325,E5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,23910.0,-1.3330597877502441,-1.0422639846801758,Plate control,-1.0422639846801758,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6737,54,E,6,E6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,-2.153057,Q07325,E6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,5168.0,-3.540311098098755,-3.2495152950286865,Plate control,-3.2495152950286865,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6738,55,E,7,E7,D1,PMAi,0.0,0.0,0.0,0.1,10.0,38.1 - CXCL9 - nEL xDR,-1.898957,Q07325,E7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,2060.0,-4.634976863861084,-4.344181060791016,Plate control,-4.344181060791016,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6739,56,E,8,E8,D1,PMAi,0.0,0.0,0.0,0.5,50.0,38.1 - CXCL9 - nEL xDR,64.58183,Q07325,E8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,171980.0,2.828267812728882,3.11906361579895,Plate control,3.11906361579895,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6740,57,E,9,E9,D1,PMAi,0.0,0.0,0.0,1.0,100.0,38.1 - CXCL9 - nEL xDR,61.52559,Q07325,E9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,106172.0,2.4161431789398193,2.7069387435913086,Plate control,2.7069387435913086,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6741,58,E,10,E10,D1,PMAi,0.0,0.0,0.0,5.0,500.0,38.1 - CXCL9 - nEL xDR,58.20415,Q07325,E10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,60609.0,2.027418375015259,2.318214178085327,Plate control,2.318214178085327,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6742,59,E,11,E11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,38.1 - CXCL9 - nEL xDR,49.27587,Q07325,E11,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,77250.0,2.0518298149108887,2.342625617980957,Plate control,2.342625617980957,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6743,61,F,1,F1,D2,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,44.9349,Q07325,F1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,114350.0,1.5527983903884888,1.8435941934585571,Plate control,1.8435941934585571,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6744,62,F,2,F2,D2,PolyIC,0.0,0.0,0.4,0.0,0.0,38.1 - CXCL9 - nEL xDR,22.58603,Q07325,F2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,97144.0,0.9599579572677612,1.25075364112854,Plate control,1.25075364112854,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6745,63,F,3,F3,D2,PolyIC,0.0,0.0,2.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,55.11632,Q07325,F3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,241373.0,2.531658172607422,2.822453737258911,Plate control,2.822453737258911,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6746,64,F,4,F4,D2,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,53.05724,Q07325,F4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,146163.0,2.761082172393799,3.051877975463867,Plate control,3.051877975463867,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6747,65,F,5,F5,D2,PolyIC,0.0,0.0,100.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,58.77225,Q07325,F5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,141457.0,3.3993051052093506,3.690100908279419,Plate control,3.690100908279419,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6748,66,F,6,F6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,51.34987,Q07325,F6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,169148.0,2.7222118377685547,3.013007640838623,Plate control,3.013007640838623,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6749,67,F,7,F7,D2,PMAi,0.0,0.0,0.0,0.1,10.0,38.1 - CXCL9 - nEL xDR,3.680024,Q07325,F7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,12799.0,-1.89777672290802,-1.6069809198379517,Plate control,-1.6069809198379517,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6750,68,F,8,F8,D2,PMAi,0.0,0.0,0.0,0.5,50.0,38.1 - CXCL9 - nEL xDR,51.45003,Q07325,F8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,41595.0,1.572529911994934,1.863325595855713,Plate control,1.863325595855713,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6751,69,F,9,F9,D2,PMAi,0.0,0.0,0.0,1.0,100.0,38.1 - CXCL9 - nEL xDR,11.69546,Q07325,F9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,18460.0,-0.27302926778793335,0.01776646077632904,Plate control,0.01776646077632904,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6752,70,F,10,F10,D2,PMAi,0.0,0.0,0.0,5.0,500.0,38.1 - CXCL9 - nEL xDR,53.27314,Q07325,F10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,79628.0,2.2009201049804688,2.491715908050537,Plate control,2.491715908050537,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6753,71,F,11,F11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,38.1 - CXCL9 - nEL xDR,43.82699,Q07325,F11,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,86798.0,2.3114614486694336,2.602257251739502,Plate control,2.602257251739502,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6754,73,G,1,G1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,-0.800908,Q07325,G1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,15138.0,-2.2781753540039062,-1.987379550933838,Plate control,-1.987379550933838,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6755,74,G,2,G2,D3,PolyIC,0.0,0.0,0.4,0.0,0.0,38.1 - CXCL9 - nEL xDR,15.92265,Q07325,G2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,85540.0,0.2728498578071594,0.563645601272583,Plate control,0.563645601272583,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6756,75,G,3,G3,D3,PolyIC,0.0,0.0,2.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,29.72375,Q07325,G3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,91392.0,0.8927059769630432,1.1835017204284668,Plate control,1.1835017204284668,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6757,76,G,4,G4,D3,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,48.00303,Q07325,G4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,123432.0,2.204219341278076,2.4950149059295654,Plate control,2.4950149059295654,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6758,77,G,5,G5,D3,PolyIC,0.0,0.0,100.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,53.88575,Q07325,G5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,173935.0,3.0773417949676514,3.3681375980377197,Plate control,3.3681375980377197,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6759,78,G,6,G6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,59.65643,Q07325,G6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,110920.0,1.9016163349151611,2.1924121379852295,Plate control,2.1924121379852295,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6760,79,G,7,G7,D3,PMAi,0.0,0.0,0.0,0.1,10.0,38.1 - CXCL9 - nEL xDR,3.690056,Q07325,G7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,13553.0,-1.947288155555725,-1.6564923524856567,Plate control,-1.6564923524856567,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6761,80,G,8,G8,D3,PMAi,0.0,0.0,0.0,0.5,50.0,38.1 - CXCL9 - nEL xDR,66.09306,Q07325,G8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,134947.0,2.6662473678588867,2.957042932510376,Plate control,2.957042932510376,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6762,81,G,9,G9,D3,PMAi,0.0,0.0,0.0,1.0,100.0,38.1 - CXCL9 - nEL xDR,71.5529,Q07325,G9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,138857.0,3.169135570526123,3.4599313735961914,Plate control,3.4599313735961914,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6763,82,G,10,G10,D3,PMAi,0.0,0.0,0.0,5.0,500.0,38.1 - CXCL9 - nEL xDR,71.20469,Q07325,G10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,135506.0,3.3508124351501465,3.641608238220215,Plate control,3.641608238220215,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6764,83,G,11,G11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,38.1 - CXCL9 - nEL xDR,58.45579,Q07325,G11,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,129390.0,3.378203868865967,3.668999671936035,Plate control,3.668999671936035,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6765,85,H,1,H1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,45.82417,Q07325,H1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,128313.0,1.2402979135513306,1.5310935974121094,Plate control,1.5310935974121094,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6766,86,H,2,H2,D4,PolyIC,0.0,0.0,0.4,0.0,0.0,38.1 - CXCL9 - nEL xDR,25.9537,Q07325,H2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,81610.0,0.671869695186615,0.9626654386520386,Plate control,0.9626654386520386,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6767,87,H,3,H3,D4,PolyIC,0.0,0.0,2.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,38.27411,Q07325,H3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,87477.0,1.063296914100647,1.3540927171707153,Plate control,1.3540927171707153,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6768,88,H,4,H4,D4,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,44.13337,Q07325,H4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,75808.0,1.8116527795791626,2.1024484634399414,Plate control,2.1024484634399414,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6769,89,H,5,H5,D4,PolyIC,0.0,0.0,100.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,39.02282,Q07325,H5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,71586.0,1.7936055660247803,2.0844013690948486,Plate control,2.0844013690948486,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6770,90,H,6,H6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,42.36747,Q07325,H6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,102359.0,1.4856551885604858,1.7764508724212646,Plate control,1.7764508724212646,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6771,91,H,7,H7,D4,PMAi,0.0,0.0,0.0,0.1,10.0,38.1 - CXCL9 - nEL xDR,-0.9561528,Q07325,H7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,8786.0,-2.269253969192505,-1.9784581661224365,Plate control,-1.9784581661224365,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6772,92,H,8,H8,D4,PMAi,0.0,0.0,0.0,0.5,50.0,38.1 - CXCL9 - nEL xDR,40.12717,Q07325,H8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,50244.0,1.499345302581787,1.790140986442566,Plate control,1.790140986442566,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6773,93,H,9,H9,D4,PMAi,0.0,0.0,0.0,1.0,100.0,38.1 - CXCL9 - nEL xDR,57.63591,Q07325,H9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,137669.0,2.8130881786346436,3.103883743286133,Plate control,3.103883743286133,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6774,94,H,10,H10,D4,PMAi,0.0,0.0,0.0,5.0,500.0,38.1 - CXCL9 - nEL xDR,63.51246,Q07325,H10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,127192.0,3.472203016281128,3.7629988193511963,Plate control,3.7629988193511963,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
